numero_termo,osc,projeto,tipo_termo,portaria,cnpj,inicio,final,meses,total_previsto,total_pago,conta,transicao,sei_celeb,sei_pc,endereco,sei_plano,sei_orcamento,contrapartida
TFM/174/2024/SMDHC/CPPI,COR - Centro Oscar Romero de Defesa dos Direitos Humanos,Atendimento Psicossocial e Oficinas para Pessoas Idosas,Fomento,,2722760000000,2024-10-11,2025-04-10,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/176/2024/SMDHC/COSAN,Associação Agência Solano Trindade,Circuito Rango,Fomento,,35981000000000,2024-10-10,2025-06-09,9,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/175/2024/SMDHC/CPJ,Instituto Novo Tempo Mundial, Conecta,Fomento,,11757600000000,2024-10-21,2025-06-20,9,1200000.0,1200000.0,,,6074200000000000,6074200000000000,,,,
TFM/173/2024/SMDHC/CPJ,Instituto Estrela de Guarulhos,Projeto Social Futsal Feminino,Fomento,,3641730000000,2024-10-10,2025-02-09,5,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/179/2024/SMDHC/DEDH,Instituto de Educação e Direitos Humanos Paulo Freire,Curso EAD - Participar para Transformar,Fomento,,4950600000000,2024-10-14,2025-03-13,6,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/177/2024/SMDHC/COSAN,Instituto Céu Estrela Guia,Projeto Transformar com Arte e Comida - Curso Artesanato e Culinária para População em Situação de Rua da Cidade de São Paulo,Fomento,,23491500000000,2024-10-15,2025-01-14,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/171/2024/SMDHC/FMID,IOK: Instituto Olga Kos de Inclusão Social,Vozes em Movimento,Fomento,,8745680000000,2024-11-01,2025-10-31,12,270682.0,270682.0,,,6074200000000000,6074200000000000,,,,
TFM/181/2024/SMDHC/COSAN,Instituto Céu Estrela Guia,Curso Alimentação Sustentável para Mulheres em Comunidade Carentes,Fomento,,23491500000000,2024-10-22,2025-01-21,4,110000.0,110000.0,,,6074200000000000,6074200000000000,,,,
TFM/186/2024/SMDHC/CPPI,Instituto Potencial - Projetos Sociais,Oficinas Populares de Idosos,Fomento,,17790900000000,2024-10-22,2025-10-21,13,120000.0,120000.0,,,6074200000000000,6074200000000000,,,,
TFM/183/2024/SMDHC/CPM,APOIO - Associação de Auxílio Mútuo da Região Leste,Formação Política de Lideranças Femininas,Fomento,,74087100000000,2024-10-23,2025-05-22,8,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/180/2024/SMDHC/CPPI,Associação Cultural do Rock de São Paulo,Rock para Terceira Idade,Fomento,,38223000000000,2024-11-01,2025-06-30,8,99960.0,99960.0,,,6074200000000000,6074200000000000,,,,
TCL/018/2024/SMDHC/CPPI,APOIO - Associação de Auxílio Mútuo da Região Leste,Centro de Referência de Direitos Humanos e Cidadania da Pessoa Idosa e Posto Avançado de Direitos Humanos e Cidadania da Pessoa Idosa.,Colaboração,,74087100000000,2024-10-23,2029-09-22,60,9999124.34,2202359.86,,,6074200000000000,6074200000000000,,,,
TFM/178/2024/SMDHC/CPJ,Centro Beneficente de Assistência Social,Cuidando da Minha Grana,Fomento,,53024300000000,2024-10-23,2025-05-22,8,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/184/2024/SMDHC/CPPI,Associação Filhas de São Camilo,Cuidados com Idosos e Crianças da Zona Norte - Tezza,Fomento,,61986402000444,2024-10-23,2025-10-22,13,176400.0,176400.0,,,6074200000000000,6074200000000000,,,,
TFM/185/2024/SMDHC/CPPSR,Somando mais Ações,Oficina à Introdução a Curso de Capacitação,Fomento,,41504800000000,2024-10-28,2025-01-27,4,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/189/2024/SMDHC/FMID,Associação Cultural e Artística Cine Favela,Inclusão Digital de Pessoas idosas no Cine Favela Heliópolis,Fomento,,6373010000000,2024-11-01,2026-10-31,24,1810430.54,943653.83,,,6074200000000000,6074200000000000,,,,
TCL/019/2024/SMDHC/CPM,Instituto Hera Artemisul / Casa da Mulher Paulistana,"Casa da Mulher Brasileira, Postos Avançados e Unidade Móvel de Atendimento à Mulher",Colaboração,,33945200000000,2024-10-31,2029-09-30,60,29261923.18,5852384.62,,,6074200000000000,6074200000000000,,,,
TCL/130/2024/SMADS/CPM,AVIB: Associação de Voluntários Integrados no Brasil,Centro de Defesa e Convivência da Mulher - CDCM Casa Viviane dos Santos,Colaboração,,1014620000000,2024-12-02,2029-05-01,54,2367824.4,526183.2,,,6074200000000000,6074200000000000,,,,
TCL/503/2023/SMADS/CPM,AVIB: Associação de Voluntários Integrados no Brasil,Centro de Defesa e Convivência da Mulher - CDCM Casa Anastácia,Colaboração,,1014620000000,2024-10-26,2028-10-27,49,2383027.25,571323.36,,,6074200000000000,6074200000000000,,,,
TFM/197/2024/SMDHC/FMID,Grupo Malungo (Irmãos de Viagem),Cultura Afro-Brasileira e a Práxis da Capoeira na Prevenção de Doenças e Melhoria da Qualidade de Vida da Pessoa Idosa,Fomento,,5153830000000,2024-11-01,2026-10-31,24,287548.0,84352.0,,,6074200000000000,6074200000000000,,,,
TFM/196/2024/SMDHC/CPM,AVA: Associação Vozes Atípicas,Curso  Aprendendo a Cuidar do Autista,Fomento,,50959300000000,2024-11-08,2025-11-07,13,400000.0,400000.0,,,6074200000000000,6074200000000000,,,,
TFM/205/2024/SMDHC/CPPI,Associação Cristã Beneficiente do Brasil,Bem-Estar do Idoso,Fomento,,9066010000000,2024-11-18,2025-05-17,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/201/2024/SMDHC/CPPI,Renovai Associação de Assistência à Família ,"Mãos que acolhem, Mãos em Ações",Fomento,,10157900000000,2024-11-14,2025-01-13,3,40000.0,40000.0,,,6074200000000000,6074200000000000,,,,
TFM/204/2024/SMDHC/COSAN,Associação Comunitária dos Moradores Vinte e Três de Maio Terceira Vitória,Cozinha Solidária  Terceira Vitória,Fomento,,3943350000000,2024-11-19,2025-05-18,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/202/2024/SMDHC/CPM,Samaritano São Francisco de Assis,Elas no Comando,Fomento,,2627820000000,2024-11-14,2025-11-13,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/150/2024/SMDHC/FUMCAD,Associação dos Cavaleiros da Soberana Ordem Militar de Malta de São Paulo e Brasil Meridional,"A Criança com Transtorno do Espectro Autista, sua Singularidade, Autonomia, Protagonismo,
Convívio Social e Rede de Apoio",Fomento,,62808900000000,2025-06-14,2026-06-13,13,162534.9,93977.34,,,6074200000000000,6074200000000000,,,,
TFM/199/2024/SMDHC/FMID,Associação Atados,Universidade da Vida,Fomento,,18110600000000,2025-02-01,2026-01-31,12,883302.94,805552.94,,,6074200000000000,6074200000000000,,,,
TFM/195/2024/SMDHC/CPPI,Instituto Plena Primavera,Idosos em Movimento 2.0,Fomento,,21548800000000,2024-11-19,2025-11-18,13,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TFM/128/2024/SMDHC/CPCA,"CFSS: Coletivo Feminista, Sexualidade e Saúde",Criança Não é Mãe,Fomento,,54753900000000,2024-11-11,2025-11-10,13,141000.0,141000.0,,,6074200000000000,6074200000000000,,,,
TFM/190/2024/SMDHC/FUMCAD,Associação Fazendo História,Formação em Redes,Fomento,,7325040000000,2025-03-01,2027-02-28,24,649090.86,297574.65,,,6074200000000000,6074200000000000,,,,
TFM/194/2024/SMDHC/CPM,Semeando - ASCEHSV,Acesso Cidadão: Promoção de Direitos e Inclusão Social,Fomento,,8912820000000,2024-10-30,2025-07-31,10,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/191/2024/SMDHC/CPIR,"Ilú Obá de Min - Educação, Cultura e Arte Negra",Figurino para Todas!,Fomento,,8027960000000,2024-11-15,2025-05-14,7,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/188/2024/SMDHC/CPM,AMAAV: Associação Missão Ativar e Atualizar Vidas,Ativar Mentes na Periferia,Fomento,,32733500000000,2024-11-01,2025-01-31,3,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/187/2024/SMDHC/CPM,UBM-SP: União Brasileira de Mulheres da Cidade de São Paulo,"Mulheres Avançam: Formação, Pertencimento e Inclusão",Fomento,,37888400000000,2024-10-24,2025-01-23,4,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/198/2024/SMDHC/FUMCAD,Associação Comunitária Despertar,Programa Despertar Empregabilidade para Adolescente de Cidade Ademar e Região,Fomento,,74682600000000,2024-12-01,2026-11-30,24,1379823.19,1139114.37,,,6074200000000000,6074200000000000,,,,
TFM/200/2024/SMDHC/CPIR,Centro Comunitário Beneficente Conjunto Habitacional Castro Alves e Adjacentes,Projeto Concurso Estudantil Princesas Negras,Fomento,,4003970000000,2024-11-13,2025-02-12,4,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/203/2024/SMDHC/DEDH,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Projeto Diagnóstico Colaborativo Territorial,Fomento,,38883700000000,2024-12-01,2025-11-30,12,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/210/2024/SMDHC/CPPSR,Projeto Solidariedade com Arte,Projeto ARTE E ALEGRIA,Fomento,,11916900000000,2024-11-28,2025-05-27,7,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/209/2024/SMDHC/CPPSR,Movimento dos Pimpadores,"Projeto ""Fortalecimento e visibilidade ao projeto de catadoras de materiais recicláveis da periferia de São Paulo""",Fomento,,25340600000000,2024-12-01,2025-09-30,10,60000.0,60000.0,,,6074200000000000,6074200000000000,,,,
TFM/206/2024/SMDHC/CPM,Grupo de Apoio Comunitário Bom Samaritano,RECICLAmor,Fomento,,6013170000000,2024-12-02,2025-06-01,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/208/2024/SMDHC/CPCA,"Centro de Recreação Infantil Amar Mais, Muito Mais",CRI AMAR CULTURAL E ESPORTIVA,Fomento,,20459400000000,2024-12-01,2025-11-30,12,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/566/2023/SMADS/CPM,UPM: União Popular de Mulheres de Campo Limpo e Adjacências,Centro de Defesa e Convivência da Mulher - CDCM Mulheres Vivas,Colaboração,,57395700000000,2024-11-11,2028-11-12,49,2910314.88,727578.72,,,6074200000000000,6074200000000000,,,,
TFM/211/2024/SMDHC/CPM,Associação Amparo Maternal,Programa de Apoio ao Desenvolvimento Infantil e Materno,Fomento,,61904700000000,2024-12-02,2025-07-01,8,0.0,0.0,,,6074200000000000,6074200000000000,,,,
TFM/207/2024/SMDHC/CPCA,Associação Beneficente Comunitária Bem Querer,Sonho de Leitura,Fomento,,5585680000000,2024-11-29,2025-05-28,7,20000.0,20000.0,,,6074200000000000,6074200000000000,,,,
TFM/212/2024/SMDHC/CPIPTD,CDHIC: Centro de Direitos Humanos e Cidadania do Imigrante,Inserção Social - Espaço Migrantes,Fomento,,11233900000000,2024-12-05,2025-06-04,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/103/2020/SMADS/CPM,Associação Fala Mulher,Centro de Defesa e Convivência da Mulher - CDCM Casa Márcia Martins,Colaboração,,6256780000000,2024-11-29,2025-12-02,14,537611.76,537611.76,,,6074200000000000,6074200000000000,,,,
TFM/215/2024/SMDHC/COSAN,"Associação de Moradores de Vila Reis, Jardim Planalto e Região",Cozinha Escola de Formação,Fomento,,66854600000000,2024-12-09,2025-06-08,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/624/2023/SMADS/CPM,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Centro de Defesa e Convivência da Mulher - CDCM Casa Sonia Maria Batista,Colaboração,,38883700000000,2024-12-08,2028-12-09,49,2149056.48,537264.12,,,6074200000000000,6074200000000000,,,,
TFM/192/2024/SMDHC/CPPI,ADRA: Agência Adventista de Desenvolvimento e Recursos Assistenciais Central Brasileira,Curso de Formação para Cuidados e Atenção Integral à População Idosa,Fomento,,15355300000000,2024-12-09,2025-03-08,4,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/193/2024/SMDHC/CPCA,WARÁ - Instituto de Ação e Desenvolvimento Social,ADN - Aprendendo a Dizer Não,Fomento,,6921890000000,2024-11-14,2025-09-13,11,120000.0,120000.0,,,6074200000000000,6074200000000000,,,,
TFM/222/2024/SMDHC/CPIR,Movimento Cultural Penha,"""Assentamento"" - Patrimônio Negro e Indígena na Penha",Fomento,,4632500000000,2024-12-19,2025-10-18,11,150000.0,150000.0,,,6074200000000000,6074200000000000,,,,
TCL/229/2023/SMADS/CPM,GFWC CrêSer,Centro de Defesa e Convivência da Mulher - CDCM Casa da Mulher Crê-se,Colaboração,,7376670000000,2024-11-28,2028-05-31,43,1812741.42,526063.2,,,6074200000000000,6074200000000000,,,,
TCL/214/2019/SMADS/CPM,Associação Fala Mulher,Centro de Integração Social da Mulher  CISM II,Colaboração,,6256780000000,2024-12-14,2029-05-31,54,2270567.16,504570.48,,,6074200000000000,6074200000000000,,,,
TFM/217/2024/SMDHC/COSAN,Creche Nova Esperança Amigos de Pianoro,Nutrição e Segurança Alimentar,Fomento,,67983800000000,2024-12-20,2025-05-19,6,59999.99,59999.99,,,6074200000000000,6074200000000000,,,,
TFM/220/2024/SMDHC/CPCA,Associação Beneficente Cultural De Juventude Judaica Bracha Caroline,Laços de Amizade,Fomento,,5600630000000,2024-12-19,2025-07-18,8,310000.0,310000.0,,,6074200000000000,6074200000000000,,,,
TFM/230/2024/SMDHC/CPCA,Associação Amizade Segura,Evento Cultural Criança Feliz,Fomento,,43451100000000,2024-12-21,2025-02-20,3,73700.0,73700.0,,,6074200000000000,6074200000000000,,,,
TFM/229/2024/SMDHC/CPIR,Centro de Estudos Brasil Popular - Escola Nacional Paulo Freire,"Desigualdades sociais, de gênero,raça e classe",Fomento,,10920900000000,2024-12-27,2025-06-26,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TCL/022/2024/SMDHC/CPLGBTI,ACESD: Associação Cultural Educacional e Social Dynamite,Gestão do Centro de Referência LGBTI+ Laura Vermont e Unidade Móvel LGBTI+ Leste (distrito São Miguel Paulista) - LOTE 3,Colaboração,,7157970000000,2024-12-19,2029-11-18,60,10634446.39,1116058.48,,,6074200000000000,6074200000000000,,,,
TFM/237/2024/SMDHC/CPCA,Instituto Periferia Ativa,Espaço Brincar - Atividades Didáticas para Crianças e Oficinas Hip Hop para Jovens,Fomento,,7750200000000,2024-12-26,2025-06-25,7,49860.0,49860.0,,,6074200000000000,6074200000000000,,,,
TCL/020/2024/SMDHC/CPLGBTI,Associação Lyra,Gestão do Centro de Referência LGBTI+ Luana Barbosa dos Reis e Unidade Móvel LGBTI+ Norte (distrito Brasilândia ou Pirituba) - LOTE 1,Colaboração,,41994300000000,2024-12-26,2029-11-25,60,10499746.39,1614621.56,,,6074200000000000,6074200000000000,,,,
TFM/214/2024/SMDHC/CPM,Instituto ABIHPEC,De Bem Com Você - a Beleza contra câncer,Fomento,,19498200000000,2024-12-10,2025-07-09,8,180000.0,180000.0,,,6074200000000000,6074200000000000,,,,
TFM/213/2024/SMDHC/CPPI,UNIBES: União Brasileiro-Israelita do Bem-Estar Social,"Projeto Arte e Movimento para Pessoa Idosa, vinculado à Coordenação de Poilticas para Pessoa Idosa - CPPI da Secretaria Municipal de Direitos Humanos e Cidadania",Fomento,,60978700000000,2024-12-16,2025-12-15,13,356000.0,356000.0,,,6074200000000000,6074200000000000,,,,
TFM/219/2024/SMDHC/CPPI,Associação UB - Unidos do Bem,"Projeto Nutri Repouso Fase 3, vinculado à Coordenação de Políticas para Pessoa Idosa da Secretaria Municipal de Direitos Humanos e Cidadania.",Fomento,,37976829000134,2024-12-17,2025-04-30,5,300000.0,300000.0,,,6074200000000000,6074200000000000,,,,
TFM/221/2024/SMDHC/CPCA,ACAAD: Associação da Cidade Azul e Adjacências,Futebol Infantil na Vila Clara,Fomento,,11042800000000,2024-12-26,2025-05-25,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/216/2024/SMDHC/CPCA,Associação Comunitária Vasconcelos Barros,Janelas do Conhecimento,Fomento,,61055700000000,2024-12-17,2025-02-16,3,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TCL/021/2024/SMDHC/CPLGBTI,"UNAS: União de Núcleos, Associações dos Moradores de Heliópolis e Região",Gestão do Centro de Referência LGBTI+ Edson Neris e Unidade Móvel LGBTI+ Sul,Colaboração,,38883700000000,2024-12-19,2029-11-18,60,10734226.39,1518387.71,,,6074200000000000,6074200000000000,,,,
TFM/227/2024/SMDHC/CPPI,ADRA: Agência Adventista de Desenvolvimento e Recursos Assistenciais Central Brasileira,Projeto Oficinas da Esperança - Terceira Idade,Fomento,,15355300000000,2024-12-23,2025-06-02,7,200000.0,200000.0,,,6074200000000000,6074200000000000,,,,
TFM/232/2024/SMDHC/CPJ,Aldeia do Futuro,Conexões de Impacto,Fomento,,74137100000000,2024-12-27,2025-08-26,9,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/228/2024/SMDHC/CPJ,Juntos ao Lar de São Francisco de Assis em São Paulo,"Curso de Capacitação, Reforço e Habilidades Socioemocionais",Fomento,,29574400000000,2024-12-20,2025-03-19,4,30000.0,30000.0,,,6074200000000000,6074200000000000,,,,
TFM/226/2024/SMDHC/CPCA,Associação Brasileira Beneficente Aslan,Reforma da Associação Brasileira Beneficente Aslan,Fomento,,59641300000000,2024-12-23,2025-05-22,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/225/2024/SMDHC/CPIR,OBA! - Organização Brasil Africania,Formação Capoeira Pedagógica e Restauração Cultural,Fomento,,18622300000000,2024-12-23,2025-06-22,7,40000.0,40000.0,,,6074200000000000,6074200000000000,,,,
TFM/218/2024/SMDHC/COSAN,Centro de Promoção e Inclusão Social 26 de Julho,Começar de novo,Fomento,,3645950000000,2024-12-23,2025-08-24,9,50000.0,50000.0,,,6074200000000000,6074200000000000,,,,
TFM/231/2024/SMDHC/CPPSR,Projeto Gerações,Apoio e Capacitação da Cooperativa Bloco de Rua: Fase 03,Fomento,,5982110000000,2024-12-23,2025-05-22,6,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/233/2024/SMDHC/CPCA,ADRA: Agência Adventista de Desenvolvimento e Recursos Assistenciais Central Brasileira,Oficinas da Esperança - Garantia do direito da criança através de oficinas atenção integral,Fomento,,15355300000000,2024-12-26,2025-12-15,13,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/223/2024/SMDHC/CPCA,Instituto Irmã Dulce,Empoderamento Social,Fomento,,5824980000000,2024-12-26,2025-12-25,13,135000.0,135000.0,,,6074200000000000,6074200000000000,,,,
TCL/023/2024/SMDHC/CPLGBTI,Instituto Claret - Solidariedade e Desenvolvimento Humano,Gestão do Centro de Referência LGBTI+ Claudia Wonder e Unidade Móvel LGBTI+ Oeste (distrito Vila Sônia ou Butantã) - LOTE 4,Colaboração,,3601720000000,2024-12-23,2029-11-22,60,10973446.39,1725277.74,,,6074200000000000,6074200000000000,,,,
TCL/024/2024/SMDHC/CPLGBTI,Grupo Pela VIDDA: Valorização Integração e Dignidade do Doente de Aids de São Paulo,Gestão do Centro de Referência LGBTI+ Brunna Valin e Unidade Móvel LGBTI+ Centro (distrito República ou Sé) - LOTE 5,Colaboração,,67836300000000,2024-12-26,2029-11-25,60,10990283.77,1681302.52,,,6074200000000000,6074200000000000,,,,
TFM/234/2024/SMDHC/CPCA,"CIA dos Sonhos - Instituto de Movimento Social, Educacional e Cidadania",Capacitar servidores e colaboradores que atuam no atendimento às crianças por meio de cursos na modalidade a distância nas temáticas voltados para a formação integral em Direitos Humanos,Fomento,,3975120000000,2024-12-26,2025-11-26,12,1980000.0,1980000.0,,,6074200000000000,6074200000000000,,,,
TFM/236/2024/SMDHC/COSAN,Associação de Moradores do Jardim Tietê ,Alimentação e Esporte,Fomento,,51398100000000,2024-12-26,2025-06-25,7,100000.0,100000.0,,,6074200000000000,6074200000000000,,,,
TFM/224/2024/SMDHC/FMID,INCT: Instituto Nacional Cidadania e Trabalho,"Horta Orgânica, Alimentação Saudável",Fomento,,8732820000000,2025-03-01,2026-02-28,12,242815.92,151615.92,,,6074200000000000,6074200000000000,,,,
TFM/235/2024/SMDHC/COSAN,IPCB - Instituto de Pesquisa da Cozinha Brasileira,Pão do Povo da Rua,Fomento,,31721100000000,2024-12-26,2025-12-25,13,1730000.0,1730000.0,,,6074200000000000,6074200000000000,,,,
